target,prime,rt,key,participant,prof,primetype,relationtype,rtprime,months,immersion,years,age
ТРАТИТЬ,задание,0.86693,j,Konona_L2,aine,a_unrelated,derivation,unrel,0,no,12,21
ДУМАТЬ,мысль,0.818425,j,Konona_L2,aine,a_unrelated,derivation,unrel,0,no,12,21
ЛЕЖАТЬ,простой,0.89648,j,Konona_L2,aine,a_unrelated,derivation,unrel,0,no,12,21
ПЛАКАТЬ,женщина,0.913615,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
ВЫБРАТЬ,назад,1.443345,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
ВСТРЕЧАТЬ,крупный,1.033745,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
КРИЧАТЬ,простой,0.781,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
СООБЩИТЬ,важный,1.60896,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
УБИТЬ,часто,0.73498,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
БЕЖАТЬ,мальчик,0.622915,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
УМЕТЬ,характер,0.67942,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
ЗАБЫТЬ,структура,0.8454,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
СОБРАТЬ,сильный,0.989005,j,Konona_L2,aine,a_unrelated,inflection,unrel,0,no,12,21
СТРАДАТЬ,пострадать,0.584505,j,kotitonttu,aine,related,derivation,der,0,no,6,22
СМОТРЕТЬ,посмотреть,0.538875,j,kotitonttu,aine,related,derivation,der,0,no,6,22
СТОЯТЬ,постоять,0.649545,j,kotitonttu,aine,related,derivation,der,0,no,6,22
ИГРАТЬ,поиграть,0.56225,j,kotitonttu,aine,related,derivation,der,0,no,6,22
СТАВИТЬ,поставить,0.626555,j,kotitonttu,aine,related,derivation,der,0,no,6,22
СЛУШАТЬ,послушать,0.58476,j,kotitonttu,aine,related,derivation,der,0,no,6,22
ПРОСИТЬ,попросить,0.608415,j,kotitonttu,aine,related,derivation,der,0,no,6,22
КУРИТЬ,покурить,0.55857,j,kotitonttu,aine,related,derivation,der,0,no,6,22
СЧИТАТЬ,посчитать,0.62567,j,kotitonttu,aine,related,derivation,der,0,no,6,22
ЖЕЛАТЬ,пожелать,0.549165,j,kotitonttu,aine,related,derivation,der,0,no,6,22
ИСКАТЬ,поискать,0.58328,j,kotitonttu,aine,related,derivation,der,0,no,6,22
ТЕРЯТЬ,потерять,0.662885,j,kotitonttu,aine,related,derivation,der,0,no,6,22
ТРАТИТЬ,потратить,0.6964,j,kotitonttu,aine,related,derivation,der,0,no,6,22
ЛЕЖАТЬ,полежать,0.542075,j,kotitonttu,aine,related,derivation,der,0,no,6,22
ПЛАКАТЬ,плакал,0.499,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
ВЫБРАТЬ,выбрал,0.535575,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
ВСТРЕЧАТЬ,встречал,0.468715,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
КРИЧАТЬ,кричал,0.62224,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
СООБЩИТЬ,сообщил,0.519855,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
УБИТЬ,убил,0.47121,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
БЕЖАТЬ,бежал,0.554445,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
УМЕТЬ,умел,0.618895,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
ЗАБЫТЬ,забыл,0.51691,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
СОБРАТЬ,собрал,0.615745,j,kotitonttu,aine,related,inflection,inf,0,no,6,22
СИДЕТЬ,первый,0.533755,j,kotitonttu,aine,a_unrelated,derivation,unrel,0,no,6,22
ДУМАТЬ,другой,0.767445,j,kotitonttu,aine,a_unrelated,derivation,unrel,0,no,6,22
ГОВОРИТЬ,все-таки,0.6225,j,kotitonttu,aine,a_unrelated,derivation,unrel,0,no,6,22
ДЕРЖАТЬ,работа,0.58352,j,kotitonttu,aine,a_unrelated,derivation,unrel,0,no,6,22
ВЕРИТЬ,самый,0.55005,j,kotitonttu,aine,a_unrelated,derivation,unrel,0,no,6,22
СТРОИТЬ,область,0.615385,j,kotitonttu,aine,a_unrelated,derivation,unrel,0,no,6,22
БРОСИТЬ,никакой,0.6018,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
ПОНЯТЬ,хорошо,0.51167,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
НАЧАТЬ,всякий,0.479155,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
ПИСАТЬ,черный,0.58491,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
РЕШИТЬ,далекий,0.56168,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
СЛЫШАТЬ,история,0.662585,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
ПОМНИТЬ,власть,0.544965,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
УЗНАТЬ,тысяча,0.666215,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
ОЖИДАТЬ,внимание,0.73877,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
СНИМАТЬ,развитие,0.546475,j,kotitonttu,aine,a_unrelated,inflection,unrel,0,no,6,22
СИДЕТЬ,посидеть,0.519865,j,lapaL2,aine,related,derivation,der,0,no,6,21
ГОВОРИТЬ,поговорить,0.561905,j,lapaL2,aine,related,derivation,der,0,no,6,21
ДЕРЖАТЬ,подержать,0.568835,j,lapaL2,aine,related,derivation,der,0,no,6,21
ВЕРИТЬ,поверить,0.676485,j,lapaL2,aine,related,derivation,der,0,no,6,21
СТРОИТЬ,построить,0.55944,j,lapaL2,aine,related,derivation,der,0,no,6,21
БРОСИТЬ,бросил,0.633755,j,lapaL2,aine,related,inflection,inf,0,no,6,21
ПОНЯТЬ,понял,0.750235,j,lapaL2,aine,related,inflection,inf,0,no,6,21
НАЧАТЬ,начал,0.637195,j,lapaL2,aine,related,inflection,inf,0,no,6,21
ПИСАТЬ,писал,0.567085,j,lapaL2,aine,related,inflection,inf,0,no,6,21
РЕШИТЬ,решил,0.609905,j,lapaL2,aine,related,inflection,inf,0,no,6,21
СЛЫШАТЬ,слышал,0.63778,j,lapaL2,aine,related,inflection,inf,0,no,6,21
ПОМНИТЬ,помнил,0.525655,j,lapaL2,aine,related,inflection,inf,0,no,6,21
УЗНАТЬ,узнал,0.544925,j,lapaL2,aine,related,inflection,inf,0,no,6,21
СНИМАТЬ,снимал,0.858425,j,lapaL2,aine,related,inflection,inf,0,no,6,21
СТРАДАТЬ,машина,0.76716,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
СМОТРЕТЬ,впрочем,0.66154,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
СТОЯТЬ,палец,0.683655,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ИГРАТЬ,великий,0.659,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
СЛУШАТЬ,готовый,0.552,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ПРОСИТЬ,близкий,0.75225,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
КУРИТЬ,взгляд,0.618365,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
СЧИТАТЬ,вторник,0.86689,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ЖЕЛАТЬ,принцип,1.083275,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ИСКАТЬ,мужчина,0.65385,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ТЕРЯТЬ,метод,0.552545,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ТРАТИТЬ,задание,0.621755,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ДУМАТЬ,мысль,0.66803,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ЛЕЖАТЬ,простой,0.727155,j,lapaL2,aine,a_unrelated,derivation,unrel,0,no,6,21
ПЛАКАТЬ,женщина,0.61738,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
ВЫБРАТЬ,назад,1.300025,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
ВСТРЕЧАТЬ,крупный,0.618685,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
КРИЧАТЬ,простой,0.685505,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
СООБЩИТЬ,важный,1.24378,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
УБИТЬ,часто,1.35468,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
БЕЖАТЬ,мальчик,0.84104,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
УМЕТЬ,характер,0.783655,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
СОБРАТЬ,сильный,1.001165,j,lapaL2,aine,a_unrelated,inflection,unrel,0,no,6,21
СИДЕТЬ,посидеть,0.718,j,Laura L2,syv,related,derivation,der,3,yes,10,27
ГОВОРИТЬ,поговорить,0.877,j,Laura L2,syv,related,derivation,der,3,yes,10,27
ДЕРЖАТЬ,подержать,0.781,j,Laura L2,syv,related,derivation,der,3,yes,10,27
ВЕРИТЬ,поверить,0.627,j,Laura L2,syv,related,derivation,der,3,yes,10,27
СТРОИТЬ,построить,0.935,j,Laura L2,syv,related,derivation,der,3,yes,10,27
БРОСИТЬ,бросил,0.698,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
ПОНЯТЬ,понял,0.745,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
НАЧАТЬ,начал,0.612,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
ПИСАТЬ,писал,1.674,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
РЕШИТЬ,решил,0.528,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
СЛЫШАТЬ,слышал,0.756,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
ПОМНИТЬ,помнил,2.102,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
УЗНАТЬ,узнал,0.787,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
ОЖИДАТЬ,ожидал,1.498,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
СНИМАТЬ,снимал,0.862,j,Laura L2,syv,related,inflection,inf,3,yes,10,27
СТРАДАТЬ,машина,1.018,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
СМОТРЕТЬ,впрочем,0.679,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
СТОЯТЬ,палец,0.804,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ИГРАТЬ,великий,0.736,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
СТАВИТЬ,очередь,1.049,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
СЛУШАТЬ,готовый,0.936,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ПРОСИТЬ,близкий,1.279,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
КУРИТЬ,взгляд,1.019,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
СЧИТАТЬ,вторник,0.813,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ЖЕЛАТЬ,принцип,0.871,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ИСКАТЬ,мужчина,0.794,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ТЕРЯТЬ,метод,0.987,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ТРАТИТЬ,задание,0.995,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ДУМАТЬ,мысль,0.621,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ЛЕЖАТЬ,простой,0.818,j,Laura L2,syv,a_unrelated,derivation,unrel,3,yes,10,27
ПЛАКАТЬ,женщина,0.779,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
ВЫБРАТЬ,назад,0.897,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
ВСТРЕЧАТЬ,крупный,1.429,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
КРИЧАТЬ,простой,0.946,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
СООБЩИТЬ,важный,1.117,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
УБИТЬ,часто,0.923,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
БЕЖАТЬ,мальчик,1.321,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
УМЕТЬ,характер,0.685,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
ЗАБЫТЬ,структура,1.538,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
СОБРАТЬ,сильный,0.998,j,Laura L2,syv,a_unrelated,inflection,unrel,3,yes,10,27
СТРАДАТЬ,страдать,0.583,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
СМОТРЕТЬ,смотреть,0.514,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
СТОЯТЬ,стоять,0.615,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ИГРАТЬ,играть,0.533,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
СТАВИТЬ,ставить,0.598,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ПРОСИТЬ,просить,0.605,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
КУРИТЬ,курить,0.516,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ЖЕЛАТЬ,желать,0.514,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ИСКАТЬ,искать,0.515,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ТЕРЯТЬ,терять,0.682,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ТРАТИТЬ,тратить,0.52,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
СИДЕТЬ,сидеть,0.64,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ДУМАТЬ,думать,0.518,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ГОВОРИТЬ,говорить,0.781,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ЛЕЖАТЬ,лежать,0.55,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ДЕРЖАТЬ,держать,0.732,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ВЕРИТЬ,верить,0.668,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
СТРОИТЬ,строить,0.55,j,Maahanna,syv,identity,derivation,id,18,yes,20,36
ПЛАКАТЬ,плакать,0.617,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
ВЫБРАТЬ,выбрать,0.666,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
ВСТРЕЧАТЬ,встречать,0.621,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
КРИЧАТЬ,кричать,0.77,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
СООБЩИТЬ,сообщить,0.647,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
УБИТЬ,убить,0.603,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
БЕЖАТЬ,бежать,0.601,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
БРОСИТЬ,бросить,0.586,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
УМЕТЬ,уметь,0.615,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
ПОНЯТЬ,понять,0.618,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
НАЧАТЬ,начать,0.603,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
ПИСАТЬ,писать,0.533,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
РЕШИТЬ,решить,0.663,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
СЛЫШАТЬ,слышать,0.563,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
ПОМНИТЬ,помнить,0.61,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
УЗНАТЬ,узнать,0.515,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
ОЖИДАТЬ,ожидать,0.945,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
СНИМАТЬ,снимать,0.651,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
ЗАБЫТЬ,забыть,0.715,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
СОБРАТЬ,собрать,0.614,j,Maahanna,syv,identity,inflection,id,18,yes,20,36
СИДЕТЬ,посидеть,0.577,j,Maatuska_L2,perus,related,derivation,der,0,no,9,20
ГОВОРИТЬ,поговорить,0.649,j,Maatuska_L2,perus,related,derivation,der,0,no,9,20
ДЕРЖАТЬ,подержать,0.674,j,Maatuska_L2,perus,related,derivation,der,0,no,9,20
ВЕРИТЬ,поверить,0.898,j,Maatuska_L2,perus,related,derivation,der,0,no,9,20
СТРОИТЬ,построить,0.581,j,Maatuska_L2,perus,related,derivation,der,0,no,9,20
БРОСИТЬ,бросил,0.605,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
ПОНЯТЬ,понял,0.605,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
НАЧАТЬ,начал,0.534,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
ПИСАТЬ,писал,0.592,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
РЕШИТЬ,решил,0.573,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
СЛЫШАТЬ,слышал,0.625,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
ПОМНИТЬ,помнил,0.448,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
УЗНАТЬ,узнал,0.827,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
СНИМАТЬ,снимал,0.745,j,Maatuska_L2,perus,related,inflection,inf,0,no,9,20
СТРАДАТЬ,машина,0.548,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
СМОТРЕТЬ,впрочем,0.573,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
СТОЯТЬ,палец,0.608,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
ИГРАТЬ,великий,0.58,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
СТАВИТЬ,очередь,0.727,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
КУРИТЬ,взгляд,0.767,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
СЧИТАТЬ,вторник,0.672,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
ЖЕЛАТЬ,принцип,0.773,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
ИСКАТЬ,мужчина,0.692,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
ТЕРЯТЬ,метод,0.647,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
ТРАТИТЬ,задание,0.994,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
ДУМАТЬ,мысль,0.681,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
ЛЕЖАТЬ,простой,0.523,j,Maatuska_L2,perus,a_unrelated,derivation,unrel,0,no,9,20
ПЛАКАТЬ,женщина,0.707,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
ВЫБРАТЬ,назад,0.757,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
ВСТРЕЧАТЬ,крупный,0.598,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
КРИЧАТЬ,простой,0.719,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
СООБЩИТЬ,важный,0.903,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
УБИТЬ,часто,0.72,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
БЕЖАТЬ,мальчик,0.69,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
УМЕТЬ,характер,0.783,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
СОБРАТЬ,сильный,0.776,j,Maatuska_L2,perus,a_unrelated,inflection,unrel,0,no,9,20
СТРАДАТЬ,пострадать,0.72331,j,miisa_L2,aine,related,derivation,der,0,no,3,41
СМОТРЕТЬ,посмотреть,0.61903,j,miisa_L2,aine,related,derivation,der,0,no,3,41
СТОЯТЬ,постоять,0.683595,j,miisa_L2,aine,related,derivation,der,0,no,3,41
ИГРАТЬ,поиграть,1.104425,j,miisa_L2,aine,related,derivation,der,0,no,3,41
СЛУШАТЬ,послушать,0.634935,j,miisa_L2,aine,related,derivation,der,0,no,3,41
ПРОСИТЬ,попросить,0.73597,j,miisa_L2,aine,related,derivation,der,0,no,3,41
КУРИТЬ,покурить,0.667515,j,miisa_L2,aine,related,derivation,der,0,no,3,41
СЧИТАТЬ,посчитать,0.784915,j,miisa_L2,aine,related,derivation,der,0,no,3,41
ЖЕЛАТЬ,пожелать,0.83235,j,miisa_L2,aine,related,derivation,der,0,no,3,41
ИСКАТЬ,поискать,0.651095,j,miisa_L2,aine,related,derivation,der,0,no,3,41
ЛЕЖАТЬ,полежать,0.61953,j,miisa_L2,aine,related,derivation,der,0,no,3,41
ПЛАКАТЬ,плакал,0.82191,j,miisa_L2,aine,related,inflection,inf,0,no,3,41
ВЫБРАТЬ,выбрал,0.688395,j,miisa_L2,aine,related,inflection,inf,0,no,3,41
ВСТРЕЧАТЬ,встречал,0.75061,j,miisa_L2,aine,related,inflection,inf,0,no,3,41
СООБЩИТЬ,сообщил,1.107385,j,miisa_L2,aine,related,inflection,inf,0,no,3,41
УБИТЬ,убил,0.72674,j,miisa_L2,aine,related,inflection,inf,0,no,3,41
БЕЖАТЬ,бежал,0.934205,j,miisa_L2,aine,related,inflection,inf,0,no,3,41
УМЕТЬ,умел,0.655305,j,miisa_L2,aine,related,inflection,inf,0,no,3,41
СОБРАТЬ,собрал,0.66856,j,miisa_L2,aine,related,inflection,inf,0,no,3,41
СИДЕТЬ,первый,0.71775,j,miisa_L2,aine,a_unrelated,derivation,unrel,0,no,3,41
ДУМАТЬ,другой,0.916535,j,miisa_L2,aine,a_unrelated,derivation,unrel,0,no,3,41
ГОВОРИТЬ,все-таки,0.685015,j,miisa_L2,aine,a_unrelated,derivation,unrel,0,no,3,41
ВЕРИТЬ,самый,0.81565,j,miisa_L2,aine,a_unrelated,derivation,unrel,0,no,3,41
СТРОИТЬ,область,0.801395,j,miisa_L2,aine,a_unrelated,derivation,unrel,0,no,3,41
БРОСИТЬ,никакой,0.83386,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
ПОНЯТЬ,хорошо,0.69897,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
НАЧАТЬ,всякий,0.635195,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
ПИСАТЬ,черный,0.70075,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
РЕШИТЬ,далекий,0.637665,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
СЛЫШАТЬ,история,0.63282,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
ПОМНИТЬ,власть,0.618725,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
УЗНАТЬ,тысяча,0.69487,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
СНИМАТЬ,развитие,0.668925,j,miisa_L2,aine,a_unrelated,inflection,unrel,0,no,3,41
СТРАДАТЬ,страдать,0.71365,j,mS,perus,identity,derivation,id,0,no,3,40
СМОТРЕТЬ,смотреть,0.669035,j,mS,perus,identity,derivation,id,0,no,3,40
СТОЯТЬ,стоять,0.6991,j,mS,perus,identity,derivation,id,0,no,3,40
ИГРАТЬ,играть,0.62138,j,mS,perus,identity,derivation,id,0,no,3,40
СТАВИТЬ,ставить,0.722475,j,mS,perus,identity,derivation,id,0,no,3,40
СЛУШАТЬ,слушать,0.73242,j,mS,perus,identity,derivation,id,0,no,3,40
ПРОСИТЬ,просить,0.706245,j,mS,perus,identity,derivation,id,0,no,3,40
КУРИТЬ,курить,0.54902,j,mS,perus,identity,derivation,id,0,no,3,40
СЧИТАТЬ,считать,0.79885,j,mS,perus,identity,derivation,id,0,no,3,40
ЖЕЛАТЬ,желать,0.79951,j,mS,perus,identity,derivation,id,0,no,3,40
ИСКАТЬ,искать,0.627195,j,mS,perus,identity,derivation,id,0,no,3,40
ТЕРЯТЬ,терять,0.731025,j,mS,perus,identity,derivation,id,0,no,3,40
СИДЕТЬ,сидеть,0.849495,j,mS,perus,identity,derivation,id,0,no,3,40
ДУМАТЬ,думать,0.82489,j,mS,perus,identity,derivation,id,0,no,3,40
ГОВОРИТЬ,говорить,0.545885,j,mS,perus,identity,derivation,id,0,no,3,40
ЛЕЖАТЬ,лежать,0.631625,j,mS,perus,identity,derivation,id,0,no,3,40
ДЕРЖАТЬ,держать,0.69952,j,mS,perus,identity,derivation,id,0,no,3,40
ВЕРИТЬ,верить,0.81535,j,mS,perus,identity,derivation,id,0,no,3,40
СТРОИТЬ,строить,0.69766,j,mS,perus,identity,derivation,id,0,no,3,40
ПЛАКАТЬ,плакать,0.69845,j,mS,perus,identity,inflection,id,0,no,3,40
ВЫБРАТЬ,выбрать,0.684265,j,mS,perus,identity,inflection,id,0,no,3,40
ВСТРЕЧАТЬ,встречать,0.71522,j,mS,perus,identity,inflection,id,0,no,3,40
БРОСИТЬ,бросить,0.64801,j,mS,perus,identity,inflection,id,0,no,3,40
УМЕТЬ,уметь,0.56803,j,mS,perus,identity,inflection,id,0,no,3,40
ПОНЯТЬ,понять,0.63258,j,mS,perus,identity,inflection,id,0,no,3,40
НАЧАТЬ,начать,0.566925,j,mS,perus,identity,inflection,id,0,no,3,40
ПИСАТЬ,писать,0.667145,j,mS,perus,identity,inflection,id,0,no,3,40
РЕШИТЬ,решить,0.68615,j,mS,perus,identity,inflection,id,0,no,3,40
СЛЫШАТЬ,слышать,1.009375,j,mS,perus,identity,inflection,id,0,no,3,40
ПОМНИТЬ,помнить,0.61547,j,mS,perus,identity,inflection,id,0,no,3,40
ОЖИДАТЬ,ожидать,0.68131,j,mS,perus,identity,inflection,id,0,no,3,40
СНИМАТЬ,снимать,0.574105,j,mS,perus,identity,inflection,id,0,no,3,40
СОБРАТЬ,собрать,0.780995,j,mS,perus,identity,inflection,id,0,no,3,40
СТРАДАТЬ,страдать,0.736,j,NanaL2,aine,identity,derivation,id,36,yes,8,39
СМОТРЕТЬ,смотреть,0.619,j,NanaL2,aine,identity,derivation,id,36,yes,8,39
СТОЯТЬ,стоять,0.655,j,NanaL2,aine,identity,derivation,id,36,yes,8,39
ИГРАТЬ,играть,0.753,j,NanaL2,aine,identity,derivation,id,36,yes,8,39
СТАВИТЬ,ставить,0.669,j,NanaL2,aine,identity,derivation,id,36,yes,8,39
СЛУШАТЬ,слушать,0.721,j,NanaL2,aine,identity,derivation,id,36,yes,8,39
ПРОСИТЬ,просить,0.869,j,NanaL2,aine,identity,derivation,id,36,yes,8,39
КУРИТЬ,курить,0.67,j,NanaL2,aine,identity,derivation,id,36,yes,8,39
